Incident Category,Incident Day of Week,Incident Year,Analysis Neighborhood,Longitude,Latitude,Report Type Description
Fraud,Tuesday,2018,Western Addition,-122.4321404,37.78049626,Initial
Fraud,Wednesday,2018,Inner Sunset,-122.4627919,37.75973578,Initial
Fraud,Monday,2018,South of Market,-122.4049333,37.78149951,Initial
Assault,Tuesday,2018,Financial District/South Beach,-122.3956455,37.78637894,Initial
Fraud,Friday,2018,Mission,-122.4168725,37.75876423,Coplogic Initial
Robbery,Thursday,2018,Inner Richmond,-122.4653529,37.78096549,Initial
Robbery,Saturday,2018,Visitacion Valley,-122.4091939,37.71379843,Initial
Assault,Friday,2018,Financial District/South Beach,-122.3935972,37.78799631,Initial
Fraud,Sunday,2018,South of Market,-122.4137688,37.77451626,Initial
Robbery,Tuesday,2018,Bayview Hunters Point,-122.3851571,37.71840736,Initial Supplement
Robbery,Saturday,2018,Bayview Hunters Point,-122.3879096,37.73417046,Initial
Fraud,Friday,2018,Western Addition,-122.4209771,37.78335207,Vehicle Initial
Fraud,Wednesday,2018,Chinatown,-122.4030469,37.79421604,Initial
Stolen Property,Sunday,2018,Nob Hill,-122.422329,37.79036966,Initial
Robbery,Tuesday,2018,Lone Mountain/USF,-122.4417388,37.78012961,Initial
Assault,Saturday,2018,Mission,-122.4209013,37.7649769,Initial
Assault,Tuesday,2018,Bayview Hunters Point,-122.3838104,37.72617078,Initial
Assault,Thursday,2018,South of Market,-122.4036355,37.77516081,Initial Supplement
Robbery,Thursday,2018,Hayes Valley,-122.4248089,37.77760186,Initial
Stolen Property,Thursday,2018,North Beach,-122.4103108,37.80602772,Initial
Assault,Saturday,2018,Castro/Upper Market,-122.4299261,37.76606306,Initial
Robbery,Wednesday,2018,Potrero Hill,-122.3959429,37.75493197,Initial Supplement
Assault,Thursday,2018,Potrero Hill,-122.3896077,37.76171065,Initial
Assault,Sunday,2018,Financial District/South Beach,-122.4047951,37.7849083,Initial
Robbery,Friday,2018,Outer Mission,-122.4632252,37.70965152,Initial
Fraud,Monday,2018,Tenderloin,-122.4125953,37.78393258,Initial
Assault,Thursday,2018,Financial District/South Beach,-122.3963904,37.79366378,Initial
Stolen Property,Tuesday,2018,Tenderloin,-122.4147412,37.77871943,Initial
Fraud,Tuesday,2018,Mission Bay,-122.3911214,37.77755328,Initial
Assault,Wednesday,2018,Tenderloin,-122.4155052,37.78165426,Initial Supplement
Assault,Tuesday,2018,Lone Mountain/USF,-122.457733,37.78131459,Initial
Assault,Saturday,2018,Visitacion Valley,-122.4021212,37.7161345,Initial
Fraud,Wednesday,2018,West of Twin Peaks,-122.4586962,37.74664259,Coplogic Initial
Fraud,Sunday,2018,Tenderloin,-122.4138656,37.78186334,Initial
Robbery,Wednesday,2018,Western Addition,-122.4235413,37.77967359,Initial
Fraud,Thursday,2018,Outer Richmond,-122.4792408,37.77840833,Initial
Assault,Saturday,2018,Chinatown,-122.4090144,37.79948982,Initial
Assault,Saturday,2018,Bayview Hunters Point,-122.3749281,37.72965969,Initial
Assault,Monday,2018,South of Market,-122.4109366,37.77921168,Initial
Assault,Saturday,2018,Sunset/Parkside,-122.5069992,37.76037707,Initial
Assault,Monday,2018,Hayes Valley,-122.4264522,37.77738819,Initial
Robbery,Thursday,2018,Western Addition,-122.4264301,37.78506174,Initial Supplement
Assault,Sunday,2018,South of Market,-122.402046,37.77396734,Initial
Robbery,Sunday,2018,South of Market,-122.4052858,37.7738563,Initial Supplement
Assault,Monday,2018,Bayview Hunters Point,-122.3936456,37.73085416,Initial
Assault,Wednesday,2018,Castro/Upper Market,-122.4446654,37.75785439,Initial
Fraud,Sunday,2018,Mission,-122.4173324,37.7635716,Initial
Assault,Wednesday,2018,Mission,-122.4137496,37.77034734,Initial
Fraud,Tuesday,2018,Outer Richmond,-122.5098948,37.77139603,Initial Supplement
Assault,Sunday,2018,North Beach,-122.4121414,37.80675808,Initial
Robbery,Saturday,2018,Financial District/South Beach,-122.4084016,37.78829319,Initial
Stolen Property,Thursday,2018,Bernal Heights,-122.4100152,37.74242163,Initial
Fraud,Monday,2018,South of Market,-122.4124133,37.77804533,Coplogic Initial
Assault,Sunday,2018,Hayes Valley,-122.4262633,37.77646431,Initial
Robbery,Friday,2018,South of Market,-122.3943,37.78008973,Initial
Stolen Property,Saturday,2018,Mission,-122.4217477,37.77164182,Initial Supplement
Assault,Sunday,2018,Excelsior,-122.428074,37.7235911,Initial
Assault,Thursday,2018,Mission,-122.4072912,37.75290661,Initial
Assault,Sunday,2018,Hayes Valley,-122.4376106,37.77406165,Initial
Fraud,Tuesday,2018,Financial District/South Beach,-122.4020657,37.78872115,Initial
Fraud,Thursday,2018,Mission,-122.4221992,37.76813968,Initial
Robbery,Friday,2018,Financial District/South Beach,-122.407337,37.78456014,Initial
Assault,Sunday,2018,Sunset/Parkside,-122.4817701,37.73778067,Initial
Assault,Thursday,2018,North Beach,-122.4071488,37.7984898,Initial
Assault,Sunday,2018,West of Twin Peaks,-122.4690567,37.73796988,Initial
Stolen Property,Saturday,2018,Russian Hill,-122.4251095,37.80414584,Initial
Assault,Saturday,2018,Bayview Hunters Point,-122.3826939,37.75055988,Initial
Fraud,Sunday,2018,Financial District/South Beach,-122.3995045,37.79080537,Initial
Assault,Sunday,2018,Portola,-122.4080341,37.7224851,Initial
Assault,Monday,2018,Russian Hill,-122.4179358,37.79368378,Initial Supplement
Stolen Property,Sunday,2018,Potrero Hill,-122.3985804,37.76373573,Initial
Stolen Property,Friday,2018,Hayes Valley,-122.4296869,37.77697602,Initial
Assault,Friday,2018,Treasure Island,-122.3770987,37.82834123,Initial
Assault,Wednesday,2018,Golden Gate Park,-122.4552897,37.77092966,Initial
Robbery,Thursday,2018,Tenderloin,-122.4084932,37.78445273,Initial
Fraud,Tuesday,2018,South of Market,-122.4074828,37.78352892,Coplogic Initial
Robbery,Saturday,2018,Nob Hill,-122.4118857,37.78880754,Initial
Robbery,Thursday,2018,South of Market,-122.4070015,37.77004977,Initial
Assault,Monday,2018,Chinatown,-122.4055129,37.79706459,Initial
Fraud,Saturday,2018,McLaren Park,-122.4164844,37.72180931,Initial
Fraud,Friday,2018,Mission,-122.4218864,37.76491738,Initial
Robbery,Thursday,2018,Financial District/South Beach,-122.3965859,37.79458822,Initial
Robbery,Thursday,2018,Financial District/South Beach,-122.4004127,37.7954485,Initial
Robbery,Monday,2018,Excelsior,-122.4353126,37.72400491,Initial
Fraud,Monday,2018,Presidio,-122.4711243,37.80464207,Initial Supplement
Robbery,Tuesday,2018,Mission,-122.4134469,37.75736346,Initial
Assault,Sunday,2018,South of Market,-122.4062478,37.78130584,Initial
Robbery,Tuesday,2018,Financial District/South Beach,-122.4014898,37.78582921,Initial
Stolen Property,Tuesday,2018,South of Market,-122.4119334,37.78000587,Initial
Assault,Monday,2018,Mission,-122.4154621,37.76693706,Initial
Robbery,Thursday,2018,Visitacion Valley,-122.4079271,37.71144776,Initial
Fraud,Wednesday,2018,Pacific Heighs,-122.4258021,37.79087443,Initial
Robbery,Friday,2018,Bayview Hunters Point,-122.3871665,37.73185747,Initial
Robbery,Friday,2018,Tenderloin,-122.4164011,37.77772275,Initial Supplement
Assault,Saturday,2018,Tenderloin,-122.4109516,37.78414101,Initial
Stolen Property,Saturday,2018,Nob Hill,-122.4192217,37.79170401,Vehicle Supplement
Fraud,Wednesday,2018,Marina,-122.4252499,37.7964813,Coplogic Initial
Assault,Thursday,2018,Tenderloin,-122.4111398,37.7850746,Initial
Fraud,Tuesday,2018,Haight Ashbury,-122.4370456,37.77126742,Initial
Fraud,Friday,2018,Mission,-122.4204825,37.7650022,Initial
Stolen Property,Sunday,2018,South of Market,-122.4091344,37.77082024,Initial
Assault,Wednesday,2018,Noe Valley,-122.4356803,37.74476074,Initial
Assault,Saturday,2018,South of Market,-122.4091344,37.77082024,Initial
Assault,Wednesday,2018,Russian Hill,-122.4230488,37.793935,Initial Supplement
Robbery,Thursday,2018,Bernal Heights,-122.4203576,37.74649204,Initial
Robbery,Tuesday,2018,Bayview Hunters Point,-122.3772026,37.73001583,Initial
Assault,Friday,2018,Bayview Hunters Point,-122.3789513,37.72530441,Initial
Robbery,Thursday,2018,Chinatown,-122.4077973,37.79588096,Initial
Stolen Property,Monday,2018,Financial District/South Beach,-122.4034308,37.78764185,Initial
Stolen Property,Wednesday,2018,South of Market,-122.4099382,37.77841628,Initial
Fraud,Monday,2018,Noe Valley,-122.4286146,37.75238228,Initial
Assault,Tuesday,2018,Mission,-122.4156138,37.76853739,Initial
Robbery,Sunday,2018,Castro/Upper Market,-122.4453094,37.76188044,Initial
Robbery,Wednesday,2018,Financial District/South Beach,-122.4037118,37.78404444,Initial
Fraud,Tuesday,2018,Bernal Heights,-122.4182212,37.74816569,Initial
Fraud,Thursday,2018,Mission,-122.414086,37.75250606,Initial
Fraud,Thursday,2018,Mission,-122.4228534,37.76485895,Initial
Assault,Sunday,2018,Mission,-122.4182713,37.76190156,Initial
Assault,Monday,2018,Mission Bay,-122.400755,37.76619049,Initial
Fraud,Tuesday,2018,Bernal Heights,-122.4149348,37.73479389,Initial
Assault,Thursday,2018,Financial District/South Beach,-122.3997634,37.79225795,Initial
Stolen Property,Wednesday,2018,Mission,-122.4140267,37.77186371,Initial
Assault,Tuesday,2018,Mission,-122.4174866,37.76518313,Initial
Assault,Wednesday,2018,Marina,-122.4236013,37.79669106,Initial
Robbery,Wednesday,2018,South of Market,-122.3975389,37.77913222,Initial
Stolen Property,Tuesday,2018,Presidio Heights,-122.4473303,37.78994083,Initial
Robbery,Monday,2018,Inner Richmond,-122.4717755,37.7806811,Initial Supplement
Fraud,Thursday,2018,South of Market,-122.4153206,37.7767177,Initial
Fraud,Thursday,2018,Financial District/South Beach,-122.3995075,37.79692643,Initial
Assault,Wednesday,2018,Tenderloin,-122.4180432,37.77751171,Initial
Assault,Wednesday,2018,Haight Ashbury,-122.4357942,37.76905845,Initial
Fraud,Saturday,2018,Tenderloin,-122.4187089,37.78077316,Initial
Fraud,Thursday,2018,Twin Peaks,-122.4503762,37.74883662,Initial Supplement
Stolen Property,Wednesday,2018,Mission,-122.4126431,37.76032388,Initial
Fraud,Sunday,2018,Lone Mountain/USF,-122.4462837,37.7748711,Initial
Robbery,Monday,2018,Nob Hill,-122.4183649,37.78748712,Initial
Assault,Tuesday,2018,Tenderloin,-122.4128812,37.78535382,Initial
Fraud,Tuesday,2018,Mission Bay,-122.3911993,37.77100919,Initial
Assault,Friday,2018,Inner Richmond,-122.464425,37.78293993,Initial
Assault,Thursday,2018,South of Market,-122.4110144,37.77668983,Initial
Fraud,Tuesday,2018,,,,Coplogic Initial
Fraud,Saturday,2018,Sunset/Parkside,-122.4770109,37.76169937,Initial
Fraud,Tuesday,2018,West of Twin Peaks,-122.4598774,37.72758685,Initial
Robbery,Thursday,2018,Financial District/South Beach,-122.4050414,37.78776549,Initial
Fraud,Friday,2018,Russian Hill,-122.4171874,37.79656027,Initial
Robbery,Wednesday,2018,West of Twin Peaks,-122.470779,37.7216373,Initial
Assault,Monday,2018,Mission,-122.4129952,37.75257276,Initial
Assault,Saturday,2018,Bayview Hunters Point,-122.3873726,37.74425941,Initial
Robbery,Monday,2018,West of Twin Peaks,-122.4698768,37.72164344,Initial
Stolen Property,Tuesday,2018,Outer Mission,-122.4430659,37.7249883,Initial Supplement
Assault,Wednesday,2018,Chinatown,-122.4062247,37.7960775,Initial
Assault,Friday,2018,Oceanview/Merced/Ingleside,-122.456516,37.72396382,Initial
Assault,Saturday,2018,Sunset/Parkside,-122.5012725,37.74004885,Initial
Robbery,Friday,2018,Chinatown,-122.4080791,37.79494069,Initial
Assault,Thursday,2018,Portola,-122.4026004,37.72523511,Initial
Robbery,Sunday,2018,North Beach,-122.4119501,37.80582493,Initial
Assault,Monday,2018,Mission,-122.4167196,37.75716664,Initial
Robbery,Monday,2018,North Beach,-122.4156164,37.80727587,Initial
Fraud,Thursday,2018,Financial District/South Beach,-122.399255,37.78757928,Initial
Fraud,Thursday,2018,Mission,-122.4096464,37.74833439,Initial
Robbery,Monday,2018,Tenderloin,-122.4179014,37.78516721,Initial
Robbery,Friday,2018,Outer Mission,-122.4462144,37.7126164,Initial
Robbery,Tuesday,2018,Oceanview/Merced/Ingleside,-122.4602345,37.72474885,Initial Supplement
Robbery,Wednesday,2018,Tenderloin,-122.4107648,37.78321431,Initial
Fraud,Wednesday,2018,Noe Valley,-122.4268912,37.74609877,Initial
Assault,Sunday,2018,Portola,-122.4055716,37.72446069,Initial
Fraud,Tuesday,2018,Mission Bay,-122.3926619,37.76669146,Initial
Fraud,Sunday,2018,Pacific Heighs,-122.4354856,37.78869694,Initial
Robbery,Sunday,2018,Portola,-122.4081691,37.73585911,Initial
Fraud,Sunday,2018,Sunset/Parkside,-122.4761632,37.75051228,Initial
Fraud,Sunday,2018,Excelsior,-122.4323852,37.71929846,Initial Supplement
Assault,Monday,2018,Tenderloin,-122.4136764,37.78092685,Initial
Assault,Saturday,2018,Mission,-122.4165666,37.75556828,Initial
Assault,Wednesday,2018,Financial District/South Beach,-122.3894289,37.78883778,Initial
Stolen Property,Saturday,2018,Bayview Hunters Point,-122.400834,37.72921144,Initial
Robbery,Thursday,2018,Treasure Island,-122.3770735,37.82505527,Initial
Assault,Saturday,2018,Visitacion Valley,-122.4160003,37.71191456,Initial
Assault,Thursday,2018,Financial District/South Beach,-122.3983331,37.79709205,Initial
Robbery,Friday,2018,Tenderloin,-122.4124117,37.78300408,Initial
Assault,Thursday,2018,Western Addition,-122.4321404,37.78049626,Initial
Assault,Wednesday,2018,Presidio Heights,-122.4512404,37.78597619,Initial
Stolen Property,Monday,2018,Inner Sunset,-122.459953,37.76525678,Initial
Fraud,Wednesday,2018,Inner Richmond,-122.4674877,37.78087971,Initial
Fraud,Friday,2018,Mission Bay,-122.3977374,37.76507221,Initial
Robbery,Saturday,2018,North Beach,-122.4118585,37.80536138,Initial
Fraud,Wednesday,2018,Potrero Hill,-122.4015894,37.75457055,Initial
Assault,Wednesday,2018,South of Market,-122.4066282,37.77931467,Initial Supplement
Assault,Sunday,2018,Oceanview/Merced/Ingleside,-122.4644008,37.71429387,Initial
Assault,Saturday,2018,Mission Bay,-122.3940351,37.77633298,Initial
Fraud,Monday,2018,Nob Hill,-122.4203069,37.78869905,Initial
Robbery,Wednesday,2018,South of Market,-122.4131611,37.77499175,Initial
Stolen Property,Wednesday,2018,Mission,-122.4174866,37.76518313,Initial Supplement
Fraud,Tuesday,2018,Bayview Hunters Point,-122.385713,37.73660113,Initial
Assault,Wednesday,2018,Bayview Hunters Point,-122.3912445,37.73322326,Initial
Assault,Tuesday,2018,South of Market,-122.4048648,37.78400661,Initial
Robbery,Sunday,2018,Mission,-122.4175059,37.75390205,Initial
Fraud,Saturday,2018,Pacific Heighs,-122.435849,37.7905018,Initial
Assault,Friday,2018,Potrero Hill,-122.3993031,37.76112596,Initial
Assault,Saturday,2018,Nob Hill,-122.4104332,37.78995142,Initial
Fraud,Tuesday,2018,Tenderloin,-122.4121475,37.78589293,Initial Supplement
Assault,Friday,2018,Tenderloin,-122.413354,37.7876636,Initial
Robbery,Saturday,2018,Excelsior,-122.4374611,37.72116355,Initial
Fraud,Tuesday,2018,Castro/Upper Market,-122.435188,37.76267071,Initial
Robbery,Wednesday,2018,Mission,-122.4233306,37.75676878,Initial
Robbery,Thursday,2018,Lakeshore,-122.4759373,37.7301188,Initial
Fraud,Sunday,2018,Nob Hill,-122.4119299,37.7926445,Initial
Robbery,Saturday,2018,Financial District/South Beach,-122.4078525,37.78549156,Initial
Robbery,Sunday,2018,Castro/Upper Market,-122.4308822,37.76437351,Initial
Fraud,Thursday,2018,Treasure Island,-122.3755931,37.8245243,Initial
Assault,Wednesday,2018,Lone Mountain/USF,-122.4464708,37.77580159,Initial
Assault,Sunday,2018,Financial District/South Beach,-122.3980206,37.78855629,Initial
Assault,Saturday,2018,South of Market,-122.4054247,37.77129635,Initial
Suspicious,Monday,2018,South of Market,-122.4052858,37.7738563,Initial
Suspicious,Saturday,2018,Oceanview/Merced/Ingleside,-122.4620633,37.71137273,Initial
Robbery,Sunday,2018,Oceanview/Merced/Ingleside,-122.4560454,37.71231964,Initial
Assault,Thursday,2018,Western Addition,-122.4235941,37.78827973,Initial
Fraud,Monday,2018,South of Market,-122.405831,37.78574399,Initial
Assault,Saturday,2018,Bayview Hunters Point,-122.3935289,37.72791331,Initial
Robbery,Sunday,2018,Financial District/South Beach,-122.4067711,37.78849948,Initial
Assault,Sunday,2018,Golden Gate Park,-122.4457167,37.77208039,Initial
Assault,Saturday,2018,Oceanview/Merced/Ingleside,-122.4524742,37.71498278,Initial
Assault,Wednesday,2018,Financial District/South Beach,-122.4013755,37.78926432,Initial Supplement
Assault,Saturday,2018,Bayview Hunters Point,-122.3967338,37.72796802,Initial
Stolen Property,Tuesday,2018,Russian Hill,-122.4230488,37.793935,Initial
Fraud,Monday,2018,Outer Richmond,-122.4780333,37.77659524,Initial
Fraud,Friday,2018,Castro/Upper Market,-122.4274621,37.7687705,Initial
Robbery,Tuesday,2018,Chinatown,-122.405143,37.79621095,Initial
Assault,Saturday,2018,Financial District/South Beach,-122.4045833,37.78673057,Initial
Robbery,Tuesday,2018,Financial District/South Beach,-122.3982644,37.79171606,Initial
Assault,Saturday,2018,Western Addition,-122.4275843,37.78298605,Initial
Robbery,Tuesday,2018,North Beach,-122.413975,37.80748251,Initial Supplement
Assault,Monday,2018,Inner Sunset,-122.4527584,37.76544285,Initial Supplement
Assault,Friday,2018,Potrero Hill,-122.3966445,37.76385062,Initial
Fraud,Sunday,2018,South of Market,-122.3968458,37.78052716,Initial
Fraud,Saturday,2018,Glen Park,-122.4356139,37.7385972,Initial
Fraud,Thursday,2018,South of Market,-122.3949815,37.77708933,Initial
Assault,Wednesday,2018,Outer Richmond,-122.5098948,37.77139603,Initial Supplement
Robbery,Thursday,2018,Outer Mission,-122.4430659,37.7249883,Initial Supplement
Fraud,Saturday,2018,Sunset/Parkside,-122.4944025,37.76468619,Initial
Assault,Tuesday,2018,Mission,-122.41469,37.75889599,Initial
Fraud,Saturday,2018,Inner Richmond,-122.4692269,37.77512535,Initial
Stolen Property,Thursday,2018,North Beach,-122.4091898,37.80044506,Initial
Robbery,Wednesday,2018,Castro/Upper Market,-122.4451056,37.75696075,Initial Supplement
Assault,Wednesday,2018,Tenderloin,-122.4084932,37.78445273,Initial Supplement
Assault,Friday,2018,Sunset/Parkside,-122.4882641,37.7537209,Initial
Robbery,Monday,2018,Mission Bay,-122.3918405,37.7781257,Initial
Assault,Tuesday,2018,Marina,-122.4459739,37.79862602,Initial
Assault,Wednesday,2018,Financial District/South Beach,-122.3965859,37.79458822,Initial Supplement
Assault,Friday,2018,Bayview Hunters Point,-122.3922355,37.72622242,Initial
Fraud,Tuesday,2018,Hayes Valley,-122.4224071,37.77408497,Initial
Fraud,Monday,2018,Russian Hill,-122.4129081,37.80218377,Initial
Robbery,Tuesday,2018,Marina,-122.4349726,37.80284751,Initial
Assault,Monday,2018,Mission,-122.4198579,37.75536573,Initial
Fraud,Thursday,2018,Pacific Heighs,-122.423975,37.79016047,Initial
Robbery,Wednesday,2018,Chinatown,-122.4072667,37.79504367,Initial
Fraud,Wednesday,2018,Lone Mountain/USF,-122.457733,37.78131459,Initial
Assault,Thursday,2018,Lakeshore,-122.4832749,37.71624646,Initial Supplement
Fraud,Sunday,2018,Lone Mountain/USF,-122.4434647,37.77958573,Initial
Fraud,Thursday,2018,South of Market,-122.4078421,37.77674611,Coplogic Initial
Fraud,Wednesday,2018,Hayes Valley,-122.4257943,37.77413231,Initial
