Incident Category,Incident Day of Week,Incident Year,Analysis Neighborhood,Longitude,Latitude,Report Type Description
Robbery,Sunday,2018,Financial District/South Beach,-122.4063989,37.78661535,Initial
Assault,Monday,2018,Financial District/South Beach,-122.3980206,37.78855629,Initial Supplement
Fraud,Thursday,2018,Mission,-122.4181353,37.74904129,Initial
Fraud,Monday,2018,Pacific Heighs,-122.423975,37.79016047,Coplogic Initial
Assault,Thursday,2018,South of Market,-122.4028494,37.78154662,Initial
Fraud,Tuesday,2018,Financial District/South Beach,-122.4025713,37.79189894,Initial Supplement
Assault,Friday,2018,Potrero Hill,-122.4013242,37.76228997,Initial
Assault,Saturday,2018,Tenderloin,-122.4080362,37.78640961,Initial Supplement
Assault,Friday,2018,South of Market,-122.4165757,37.77390625,Initial
Assault,Tuesday,2018,Outer Mission,-122.4398504,37.72348084,Initial
Robbery,Sunday,2018,Outer Mission,-122.4606129,37.70967349,Initial
Fraud,Sunday,2018,Mission,-122.4211101,37.77168007,Initial
Assault,Tuesday,2018,Tenderloin,-122.4191817,37.7831014,Initial
Fraud,Thursday,2018,Outer Richmond,-122.5112949,37.77507596,Initial
Fraud,Thursday,2018,Lakeshore,-122.4760395,37.72694991,Initial
Assault,Tuesday,2018,Sunset/Parkside,-122.4811812,37.74468118,Initial
Assault,Saturday,2018,Outer Richmond,-122.486878,37.77999354,Initial
Robbery,Monday,2018,Financial District/South Beach,-122.4037468,37.78936328,Initial
Fraud,Monday,2018,Sunset/Parkside,-122.49716,37.72976975,Initial
Assault,Sunday,2018,Mission Bay,-122.3955767,37.77403085,Initial Supplement
Robbery,Monday,2018,South of Market,-122.4039209,37.78069905,Initial
Robbery,Wednesday,2018,Nob Hill,-122.4186559,37.78890961,Initial
Robbery,Monday,2018,Sunset/Parkside,-122.4985831,37.7476521,Initial
Robbery,Tuesday,2018,Western Addition,-122.4213734,37.78616616,Initial
Assault,Saturday,2018,Western Addition,-122.4209771,37.78335207,Initial
Fraud,Friday,2018,Russian Hill,-122.4230488,37.793935,Initial
Assault,Friday,2018,Marina,-122.4403281,37.80549853,Initial
Assault,Friday,2018,Bayview Hunters Point,-122.3821257,37.72805144,Initial
Fraud,Wednesday,2018,Sunset/Parkside,-122.4818318,37.75400423,Initial
Stolen Property,Sunday,2018,Western Addition,-122.4290406,37.78184744,Initial
Stolen Property,Wednesday,2018,Western Addition,-122.4210084,37.78382412,Initial
Assault,Tuesday,2018,Bayview Hunters Point,-122.3909679,37.73401387,Initial
Assault,Friday,2018,Bayview Hunters Point,-122.3858527,37.73016676,Initial Supplement
Robbery,Friday,2018,South of Market,-122.3983411,37.78179877,Initial
Assault,Tuesday,2018,Tenderloin,-122.4116999,37.78117722,Initial
Assault,Saturday,2018,Excelsior,-122.432806,37.72161877,Initial
Fraud,Friday,2018,Tenderloin,-122.4147412,37.77871943,Initial
Assault,Thursday,2018,Mission,-122.4245811,37.7697347,Initial
Assault,Thursday,2018,South of Market,-122.4046055,37.77769966,Initial
Fraud,Thursday,2018,South of Market,-122.4116101,37.77376935,Initial
Stolen Property,Monday,2018,Pacific Heighs,-122.424518,37.79284141,Initial Supplement
Assault,Friday,2018,Glen Park,-122.4337106,37.74008092,Initial Supplement
Assault,Saturday,2018,Chinatown,-122.4089123,37.79903586,Initial
Fraud,Wednesday,2018,Nob Hill,-122.4226942,37.79217464,Initial
Assault,Monday,2018,Pacific Heighs,-122.4318132,37.78723088,Initial
Assault,Tuesday,2018,Financial District/South Beach,-122.4027668,37.79285122,Initial
Assault,Friday,2018,Chinatown,-122.4066679,37.79786461,Initial
Stolen Property,Wednesday,2018,Excelsior,-122.4269117,37.72515104,Initial
Assault,Saturday,2018,Nob Hill,-122.4157502,37.79120631,Initial
Assault,Sunday,2018,Tenderloin,-122.4107006,37.78289568,Initial
Robbery,Saturday,2018,North Beach,-122.4072064,37.79877631,Initial
Assault,Wednesday,2018,North Beach,-122.4172606,37.80707251,Initial
Stolen Property,Tuesday,2018,Bernal Heights,-122.418191,37.73398424,Initial Supplement
Fraud,Wednesday,2018,Castro/Upper Market,-122.4328714,37.76182052,Initial
Assault,Thursday,2018,Excelsior,-122.4213562,37.72565312,Initial
Robbery,Sunday,2018,Tenderloin,-122.4146831,37.78175909,Initial Supplement
Fraud,Tuesday,2018,North Beach,-122.4135165,37.805152,Initial Supplement
Assault,Friday,2018,Bayview Hunters Point,-122.3900017,37.71615627,Initial
Assault,Thursday,2018,Lone Mountain/USF,-122.4447799,37.77601659,Initial
Robbery,Friday,2018,Chinatown,-122.4030469,37.79421604,Initial
Robbery,Friday,2018,Mission,-122.407685,37.76708198,Initial
Assault,Wednesday,2018,Mission,-122.4190526,37.75863257,Initial
Fraud,Friday,2018,Bernal Heights,-122.4161719,37.73485572,Initial
Robbery,Wednesday,2018,Hayes Valley,-122.4279137,37.77625367,Initial
Fraud,Tuesday,2018,Financial District/South Beach,-122.4078525,37.78549156,Coplogic Supplement
Fraud,Saturday,2018,Marina,-122.447303,37.79845923,Initial
Assault,Sunday,2018,Tenderloin,-122.4086671,37.78538825,Initial
Assault,Wednesday,2018,Twin Peaks,-122.4409988,37.75621848,Initial
Fraud,Tuesday,2018,Hayes Valley,-122.4296869,37.77697602,Initial
Fraud,Friday,2018,Financial District/South Beach,-122.4001488,37.79413423,Initial
Robbery,Sunday,2018,Russian Hill,-122.4215828,37.79502734,Initial
Assault,Monday,2018,Mission,-122.4216625,37.76257883,Initial Supplement
Assault,Tuesday,2018,Bayview Hunters Point,-122.4003573,37.73558082,Initial
Stolen Property,Saturday,2018,Castro/Upper Market,-122.4259203,37.75982961,Initial
Fraud,Tuesday,2018,Tenderloin,-122.4202555,37.78057622,Initial
Assault,Sunday,2018,Castro/Upper Market,-122.4259203,37.75982961,Initial
Assault,Tuesday,2018,Bayview Hunters Point,-122.3999093,37.73528592,Initial
Fraud,Monday,2018,Oceanview/Merced/Ingleside,-122.4540962,37.72003819,Initial
Assault,Tuesday,2018,Bayview Hunters Point,-122.3864185,37.72954271,Initial Supplement
Assault,Wednesday,2018,Excelsior,-122.4203712,37.72591079,Initial
Assault,Wednesday,2018,Visitacion Valley,-122.4099395,37.7162792,Initial
Fraud,Thursday,2018,Oceanview/Merced/Ingleside,-122.4626629,37.72000374,Initial
Assault,Monday,2018,Glen Park,-122.4376829,37.74360858,Initial
Fraud,Thursday,2018,Portola,-122.4105098,37.73093843,Initial
Robbery,Saturday,2018,Hayes Valley,-122.4211484,37.77615876,Initial
Assault,Saturday,2018,Financial District/South Beach,-122.4052357,37.7852651,Initial
Fraud,Monday,2018,Tenderloin,-122.4193969,37.77542222,Initial Supplement
Fraud,Friday,2018,Lakeshore,-122.4763671,37.7194528,Initial
Stolen Property,Saturday,2018,Outer Mission,-122.4322205,37.73078043,Initial
Fraud,Monday,2018,Mission Bay,-122.3913735,37.77283099,Initial
Assault,Friday,2018,Tenderloin,-122.4169898,37.78720063,Initial
Robbery,Wednesday,2018,Financial District/South Beach,-122.4052212,37.78869399,Initial Supplement
Robbery,Saturday,2018,Outer Mission,-122.4364682,37.72246522,Initial
Assault,Saturday,2018,McLaren Park,-122.4141763,37.71812671,Initial
Robbery,Sunday,2018,Mission,-122.4120503,37.76164305,Initial Supplement
Stolen Property,Sunday,2018,North Beach,-122.4053572,37.80569594,Initial
Assault,Tuesday,2018,Bayview Hunters Point,-122.3869842,37.72891866,Initial
Assault,Sunday,2018,Mission,-122.4164135,37.75396777,Initial
Fraud,Tuesday,2018,North Beach,-122.4177159,37.80797873,Initial Supplement
Fraud,Wednesday,2018,Hayes Valley,-122.429128,37.76945613,Initial
Fraud,Wednesday,2018,Sunset/Parkside,-122.4940149,37.73502341,Initial Supplement
Fraud,Wednesday,2018,Outer Richmond,-122.4867375,37.77806874,Initial
Robbery,Thursday,2018,Noe Valley,-122.4265942,37.74289734,Initial
Robbery,Tuesday,2018,Oceanview/Merced/Ingleside,-122.4612105,37.7249497,Initial
Assault,Monday,2018,South of Market,-122.4139438,37.77437812,Initial
Assault,Sunday,2018,North Beach,-122.4154316,37.80634343,Initial
Assault,Saturday,2018,Mission,-122.4194763,37.76305084,Initial
Fraud,Wednesday,2018,Pacific Heighs,-122.4345577,37.79247164,Initial
Assault,Friday,2018,South of Market,-122.414711,37.77623052,Initial Supplement
Assault,Saturday,2018,Lone Mountain/USF,-122.4458205,37.78248803,Initial Supplement
Assault,Saturday,2018,Tenderloin,-122.4149954,37.78745384,Initial
Fraud,Thursday,2018,Marina,-122.4452704,37.80349269,Initial
Stolen Property,Thursday,2018,Mission,-122.4107307,37.76817787,Initial
Robbery,Saturday,2018,Marina,-122.4322043,37.79750695,Initial
Stolen Property,Monday,2018,Bayview Hunters Point,-122.376638,37.73249612,Initial Supplement
Robbery,Thursday,2018,Inner Sunset,-122.4673775,37.74902808,Initial
Assault,Thursday,2018,Twin Peaks,-122.4511788,37.74736104,Initial
Assault,Thursday,2018,Bayview Hunters Point,-122.3843873,37.72562424,Initial
Assault,Saturday,2018,Financial District/South Beach,-122.3965045,37.79309708,Initial
Stolen Property,Wednesday,2018,Chinatown,-122.401676,37.79571938,Initial
Assault,Monday,2018,North Beach,-122.4102065,37.8003155,Initial
Assault,Friday,2018,Mission,-122.4142335,37.75409888,Initial
Robbery,Thursday,2018,Chinatown,-122.406305,37.79426363,Initial
Fraud,Sunday,2018,Inner Sunset,-122.4666005,37.75280308,Initial
Assault,Tuesday,2018,Mission,-122.4187345,37.76673948,Initial Supplement
Fraud,Saturday,2018,Tenderloin,-122.4156939,37.78258503,Initial
Fraud,Thursday,2018,Bayview Hunters Point,-122.3877563,37.75283561,Initial
Assault,Sunday,2018,Mission,-122.4044844,37.75439579,Initial
Assault,Thursday,2018,Mission,-122.4187476,37.75543694,Initial
Fraud,Tuesday,2018,Nob Hill,-122.408595,37.78922561,Initial
Robbery,Thursday,2018,North Beach,-122.4177159,37.80797873,Initial
Assault,Wednesday,2018,Financial District/South Beach,-122.3931813,37.79323049,Initial
Assault,Saturday,2018,Mission,-122.4067578,37.74876648,Initial
Robbery,Tuesday,2018,Hayes Valley,-122.4315746,37.77769992,Initial
Robbery,Sunday,2018,Mission Bay,-122.3955767,37.77403085,Initial
Robbery,Tuesday,2018,Tenderloin,-122.4191817,37.7831014,Initial Supplement
Assault,Wednesday,2018,Nob Hill,-122.4204934,37.78962044,Initial
Assault,Monday,2018,South of Market,-122.4110694,37.7757938,Initial
Assault,Monday,2018,Financial District/South Beach,-122.4067711,37.78849948,Initial
Assault,Monday,2018,Oceanview/Merced/Ingleside,-122.4560454,37.71231964,Initial
Robbery,Wednesday,2018,Chinatown,-122.4064756,37.79514446,Initial Supplement
Robbery,Sunday,2018,Bernal Heights,-122.4105647,37.74632327,Initial
Robbery,Saturday,2018,Outer Richmond,-122.486878,37.77999354,Initial Supplement
Fraud,Wednesday,2018,Inner Sunset,-122.4614912,37.75677686,Initial
Fraud,Wednesday,2018,Lone Mountain/USF,-122.4438312,37.78187164,Initial
Robbery,Friday,2018,Lakeshore,-122.472991,37.71501139,Initial
Assault,Saturday,2018,Mission,-122.4052077,37.75178695,Initial
Assault,Monday,2018,Castro/Upper Market,-122.4308822,37.76437351,Initial
Robbery,Saturday,2018,Tenderloin,-122.4080362,37.78640961,Initial
Fraud,Monday,2018,Lakeshore,-122.498357,37.71369412,Initial
Assault,Tuesday,2018,Bayview Hunters Point,-122.3964076,37.75117876,Initial
Fraud,Saturday,2018,Outer Richmond,-122.4886061,37.77424108,Initial
Fraud,Monday,2018,Bernal Heights,-122.4143333,37.74676647,Initial
Robbery,Tuesday,2018,Financial District/South Beach,-122.4053461,37.78674762,Initial Supplement
Fraud,Saturday,2018,Bayview Hunters Point,-122.3898645,37.73716953,Initial
Fraud,Monday,2018,Chinatown,-122.4098788,37.79844229,Initial
Fraud,Saturday,2018,Tenderloin,-122.4199279,37.78682753,Initial
Fraud,Thursday,2018,Tenderloin,-122.4191817,37.7831014,Initial
Robbery,Saturday,2018,Bayview Hunters Point,-122.382687,37.72742487,Initial
Assault,Sunday,2018,Visitacion Valley,-122.4182834,37.71234915,Initial
Assault,Thursday,2018,South of Market,-122.4186586,37.77555816,Initial
Assault,Wednesday,2018,Mission,-122.4124635,37.75260115,Initial
Fraud,Thursday,2018,Sunset/Parkside,-122.4811812,37.74468118,Initial
Assault,Thursday,2018,Noe Valley,-122.4340065,37.75049492,Initial
Assault,Tuesday,2018,Oceanview/Merced/Ingleside,-122.4704217,37.71065338,Initial
Assault,Tuesday,2018,Lakeshore,-122.4760395,37.72694991,Initial
Fraud,Saturday,2018,Castro/Upper Market,-122.4317003,37.76432401,Initial
Fraud,Sunday,2018,Portola,-122.4080519,37.72779971,Initial Supplement
Fraud,Sunday,2018,Noe Valley,-122.4383968,37.75022635,Initial
Assault,Saturday,2018,Visitacion Valley,-122.418766,37.71193343,Initial
Robbery,Tuesday,2018,Bayview Hunters Point,-122.3970428,37.74597422,Initial
Assault,Friday,2018,Sunset/Parkside,-122.4766842,37.75796898,Initial
Assault,Tuesday,2018,Mission Bay,-122.4024039,37.76986571,Initial
Assault,Monday,2018,Bayview Hunters Point,-122.3815644,37.72867801,Initial
Assault,Monday,2018,Bayview Hunters Point,-122.3880558,37.7206928,Initial
Assault,Friday,2018,Russian Hill,-122.4234131,37.79573711,Initial
Fraud,Sunday,2018,Presidio,-122.4753022,37.79366581,Initial
Fraud,Thursday,2018,Financial District/South Beach,-122.4053461,37.78674762,Initial
Assault,Sunday,2018,Financial District/South Beach,-122.4030282,37.78702442,Initial Supplement
Fraud,Tuesday,2018,South of Market,-122.4028494,37.78154662,Initial
Assault,Wednesday,2018,Excelsior,-122.4336236,37.72623624,Initial Supplement
Fraud,Friday,2018,Western Addition,-122.4389268,37.78058849,Initial
Assault,Tuesday,2018,Mission,-122.4181353,37.74904129,Initial
Assault,Thursday,2018,Western Addition,-122.4304244,37.78071557,Initial Supplement
Fraud,Saturday,2018,Lakeshore,-122.4852289,37.71469451,Initial
Fraud,Friday,2018,Financial District/South Beach,-122.4037118,37.78404444,Initial
Assault,Friday,2018,Tenderloin,-122.4208319,37.78337049,Initial
Assault,Saturday,2018,Tenderloin,-122.4093092,37.78434927,Initial
Fraud,Friday,2018,Presidio Heights,-122.4492092,37.7841963,Initial
Assault,Monday,2018,South of Market,-122.4141069,37.77670769,Initial
Robbery,Thursday,2018,Western Addition,-122.4273964,37.78205694,Initial
Fraud,Monday,2018,Financial District/South Beach,-122.3911797,37.78745519,Initial
Fraud,Friday,2018,Inner Sunset,-122.4663106,37.76403699,Initial
Fraud,Monday,2018,Golden Gate Park,-122.4586372,37.7672,Initial
Assault,Sunday,2018,Excelsior,-122.4402551,37.71603882,Initial
Assault,Saturday,2018,Sunset/Parkside,-122.5028439,37.76242721,Initial
Assault,Tuesday,2018,Sunset/Parkside,-122.5043592,37.73805087,Initial
Assault,Thursday,2018,Tenderloin,-122.4127821,37.78486624,Initial Supplement
Assault,Saturday,2018,South of Market,-122.4092454,37.78139813,Initial Supplement
Robbery,Thursday,2018,Financial District/South Beach,-122.4082267,37.78735926,Initial
Robbery,Saturday,2018,Financial District/South Beach,-122.3960348,37.78853593,Initial Supplement
Fraud,Friday,2018,Outer Richmond,-122.4879459,37.77994713,Initial
Fraud,Friday,2018,Nob Hill,-122.4080604,37.79120485,Coplogic Initial
Robbery,Saturday,2018,Mission,-122.4137706,37.74930407,Initial
Robbery,Tuesday,2018,Inner Richmond,-122.4685639,37.78082203,Initial
Stolen Property,Wednesday,2018,Mission Bay,-122.3914343,37.77346692,Initial
Fraud,Sunday,2018,Financial District/South Beach,-122.4033487,37.80403012,Initial Supplement
Fraud,Monday,2018,Mission,-122.4244117,37.76800642,Initial
Robbery,Sunday,2018,Tenderloin,-122.4115158,37.78693971,Initial
Stolen Property,Sunday,2018,Bayview Hunters Point,-122.3917972,37.73164354,Vehicle Supplement
Assault,Sunday,2018,Bayview Hunters Point,-122.3801111,37.73678419,Initial
Fraud,Saturday,2018,North Beach,-122.4069566,37.80549447,Initial
Assault,Sunday,2018,Tenderloin,-122.4179014,37.78516721,Initial
Stolen Property,Saturday,2018,North Beach,-122.4156164,37.80727587,Initial
Robbery,Wednesday,2018,Mission,-122.4218864,37.76491738,Initial
Assault,Tuesday,2018,Outer Mission,-122.4383551,37.7236445,Initial
Assault,Saturday,2018,Hayes Valley,-122.4304339,37.77210826,Initial
Robbery,Sunday,2018,Mission,-122.4167196,37.75716664,Initial
Robbery,Wednesday,2018,Nob Hill,-122.4083639,37.79214077,Initial
Fraud,Friday,2018,Castro/Upper Market,-122.4402852,37.76349334,Initial
Assault,Saturday,2018,Bayview Hunters Point,-122.3989705,37.73016461,Initial
Assault,Sunday,2018,Inner Sunset,-122.4718787,37.75070106,Initial Supplement
Fraud,Tuesday,2018,West of Twin Peaks,-122.4731735,37.73372234,Initial
Robbery,Monday,2018,Russian Hill,-122.419614,37.80199486,Initial
Stolen Property,Wednesday,2018,Excelsior,-122.4329118,37.72717755,Initial Supplement
Assault,Monday,2018,Tenderloin,-122.4161381,37.78061497,Initial
Stolen Property,Wednesday,2018,Pacific Heighs,-122.4250573,37.79552658,Initial Supplement
Fraud,Tuesday,2018,Hayes Valley,-122.4311986,37.77583434,Initial Supplement
Fraud,Friday,2018,Bayview Hunters Point,-122.3856822,37.72723323,Initial
Fraud,Wednesday,2018,Financial District/South Beach,-122.407337,37.78456014,Initial
Assault,Friday,2018,Tenderloin,-122.4180881,37.78610104,Initial
Fraud,Friday,2018,Financial District/South Beach,-122.3980206,37.78855629,Coplogic Initial
Robbery,Wednesday,2018,Russian Hill,-122.416133,37.80148086,Initial
Robbery,Saturday,2018,Excelsior,-122.4300262,37.72239787,Initial
Assault,Saturday,2018,Nob Hill,-122.4078689,37.79027535,Initial Supplement
Robbery,Friday,2018,Chinatown,-122.4079033,37.7940603,Initial
Assault,Monday,2018,Bayview Hunters Point,-122.3959448,37.73778405,Initial
Fraud,Thursday,2018,Chinatown,-122.4061295,37.7933797,Initial
Assault,Friday,2018,Outer Mission,-122.4419344,37.72779888,Initial
Robbery,Wednesday,2018,Mission,-122.4205068,37.75854472,Initial
Assault,Sunday,2018,Nob Hill,-122.4208732,37.79149585,Initial
Stolen Property,Sunday,2018,Financial District/South Beach,-122.4002505,37.80060712,Initial
Fraud,Friday,2018,Tenderloin,-122.4160095,37.77777307,Initial
Assault,Thursday,2018,Mission,-122.4135172,37.75253788,Initial
Fraud,Friday,2018,Financial District/South Beach,-122.4047951,37.7849083,Coplogic Initial
Assault,Friday,2018,Western Addition,-122.4327062,37.78329259,Initial
Assault,Tuesday,2018,Japantown,-122.4297826,37.78556385,Initial
Assault,Thursday,2018,West of Twin Peaks,-122.4531072,37.72324404,Initial
Robbery,Thursday,2018,Bayview Hunters Point,-122.4026982,37.73026643,Initial
Assault,Wednesday,2018,Mission Bay,-122.404497,37.76466432,Initial
Robbery,Saturday,2018,Lone Mountain/USF,-122.4458205,37.78248803,Initial
Assault,Friday,2018,Visitacion Valley,-122.4193478,37.7099469,Initial
Assault,Friday,2018,Hayes Valley,-122.4280081,37.77671971,Initial
Assault,Friday,2018,Western Addition,-122.4302375,37.78359536,Initial
Robbery,Saturday,2018,Financial District/South Beach,-122.4034308,37.78764185,Initial
Robbery,Thursday,2018,Pacific Heighs,-122.4243405,37.79196537,Initial
Assault,Saturday,2018,Chinatown,-122.402918,37.79649038,Initial
Fraud,Tuesday,2018,Nob Hill,-122.4206874,37.79057826,Initial
Robbery,Wednesday,2018,Castro/Upper Market,-122.4274621,37.7687705,Initial
Assault,Tuesday,2018,Bayview Hunters Point,-122.3877563,37.75283561,Initial
Robbery,Friday,2018,South of Market,-122.414711,37.77623052,Initial
Fraud,Tuesday,2018,Mission,-122.4187476,37.75543694,Initial
Fraud,Sunday,2018,Mission,-122.4075342,37.7657833,Initial
Assault,Wednesday,2018,South of Market,-122.4131577,37.77745742,Initial
Fraud,Tuesday,2018,Potrero Hill,-122.3984612,37.76246287,Initial
Assault,Friday,2018,Noe Valley,-122.4400898,37.74634799,Initial
Assault,Thursday,2018,Nob Hill,-122.408595,37.78922561,Initial
Assault,Wednesday,2018,Financial District/South Beach,-122.4052212,37.78869399,Initial
Assault,Thursday,2018,West of Twin Peaks,-122.4590846,37.72618414,Initial
Assault,Sunday,2018,Bernal Heights,-122.4125471,37.746825,Initial Supplement
Robbery,Friday,2018,Outer Richmond,-122.4900966,37.77983983,Initial
Assault,Wednesday,2018,Inner Richmond,-122.464145,37.77909073,Initial Supplement
Assault,Sunday,2018,Mission,-122.4066358,37.75616698,Initial
Assault,Saturday,2018,Hayes Valley,-122.4211484,37.77615876,Initial Supplement
Robbery,Thursday,2018,Outer Mission,-122.4460911,37.71159202,Initial
Fraud,Tuesday,2018,Pacific Heighs,-122.4452236,37.79489793,Initial
Assault,Friday,2018,Outer Mission,-122.4434313,37.71697022,Initial
Robbery,Friday,2018,Lone Mountain/USF,-122.4473015,37.78239164,Initial
Assault,Sunday,2018,Outer Mission,-122.4398276,37.71912546,Initial
Assault,Friday,2018,Hayes Valley,-122.4256062,37.77320039,Initial
Assault,Sunday,2018,Excelsior,-122.4353126,37.72400491,Initial
Assault,Wednesday,2018,Haight Ashbury,-122.445106,37.76928423,Initial
Fraud,Thursday,2018,Financial District/South Beach,-122.4027668,37.79285122,Initial
Fraud,Wednesday,2018,Chinatown,-122.4080791,37.79494069,Initial
Assault,Sunday,2018,Bayview Hunters Point,-122.3703524,37.72856817,Initial
Fraud,Tuesday,2018,Marina,-122.4437613,37.79603648,Initial
Stolen Property,Monday,2018,Lakeshore,-122.500221,37.71895556,Initial
Robbery,Tuesday,2018,Bayview Hunters Point,-122.4003573,37.73558082,Initial Supplement
Robbery,Monday,2018,Mission,-122.4216625,37.76257883,Initial
Stolen Property,Saturday,2018,Castro/Upper Market,-122.4362418,37.76213762,Initial
Robbery,Monday,2018,Russian Hill,-122.4251095,37.80414584,Initial
Assault,Tuesday,2018,Excelsior,-122.4329118,37.72717755,Initial
Assault,Monday,2018,South of Market,-122.4050685,37.77806898,Initial
Assault,Monday,2018,South of Market,-122.412225,37.77328478,Initial
Assault,Friday,2018,Twin Peaks,-122.451624,37.74553424,Initial
Robbery,Monday,2018,Hayes Valley,-122.4376106,37.77406165,Initial
Fraud,Friday,2018,Presidio Heights,-122.4534066,37.78641773,Initial
Assault,Tuesday,2018,South of Market,-122.4116101,37.77376935,Initial
Assault,Thursday,2018,Financial District/South Beach,-122.4055737,37.79056524,Initial
Robbery,Sunday,2018,Pacific Heighs,-122.4279832,37.79330748,Initial
Assault,Friday,2018,Treasure Island,-122.372689,37.82911002,Initial Supplement
Stolen Property,Friday,2018,Portola,-122.4134686,37.72505482,Initial Supplement
Assault,Wednesday,2018,Mission,-122.4177829,37.76919855,Initial
Robbery,Monday,2018,North Beach,-122.4121414,37.80675808,Initial
Fraud,Sunday,2018,Glen Park,-122.4276522,37.7396684,Initial
Assault,Monday,2018,South of Market,-122.4052858,37.7738563,Initial Supplement
Assault,Wednesday,2018,Financial District/South Beach,-122.3978116,37.78466659,Initial
Stolen Property,Friday,2018,Inner Richmond,-122.463503,37.78513054,Initial
Assault,Sunday,2018,Tenderloin,-122.4146831,37.78175909,Initial
Assault,Sunday,2018,Haight Ashbury,-122.4485788,37.76979785,Initial
Assault,Thursday,2018,Tenderloin,-122.4202555,37.78057622,Initial
Fraud,Saturday,2018,South of Market,-122.3989303,37.78378493,Initial
Assault,Friday,2018,South of Market,-122.4116061,37.77622136,Initial
Fraud,Thursday,2018,Outer Richmond,-122.5081606,37.7770926,Initial
Robbery,Saturday,2018,Outer Mission,-122.4468,37.71216078,Initial
Assault,Sunday,2018,Bayview Hunters Point,-122.3864279,37.74906582,Initial
Assault,Saturday,2018,Noe Valley,-122.4311798,37.74424514,Initial
Assault,Friday,2018,Oceanview/Merced/Ingleside,-122.4602227,37.71659285,Initial
Robbery,Saturday,2018,North Beach,-122.4158024,37.80821405,Initial
Robbery,Wednesday,2018,Portola,-122.4095338,37.72874525,Initial
Robbery,Saturday,2018,Tenderloin,-122.4177068,37.78423574,Initial
Fraud,Sunday,2018,Castro/Upper Market,-122.4350007,37.76088893,Initial
Assault,Thursday,2018,Pacific Heighs,-122.4334599,37.78702067,Initial
Assault,Monday,2018,Tenderloin,-122.4197387,37.7858929,Initial
Stolen Property,Thursday,2018,Western Addition,-122.4220868,37.78082105,Initial
Robbery,Saturday,2018,Mission,-122.418901,37.7570354,Initial
Robbery,Tuesday,2018,Tenderloin,-122.4116999,37.78117722,Initial Supplement
Robbery,Sunday,2018,Outer Richmond,-122.4827352,37.78212176,Initial
Robbery,Monday,2018,Portola,-122.407073,37.73071772,Initial
Assault,Thursday,2018,Bayview Hunters Point,-122.3983408,37.75105461,Initial
Assault,Friday,2018,Financial District/South Beach,-122.4042082,37.78978278,Initial
Assault,Friday,2018,Mission,-122.4145401,37.76860219,Initial
Fraud,Tuesday,2018,Russian Hill,-122.422056,37.79737065,Initial
Assault,Friday,2018,Financial District/South Beach,-122.4014898,37.78582921,Initial
Assault,Sunday,2018,Presidio Heights,-122.4466105,37.7863023,Initial
Robbery,Thursday,2018,Excelsior,-122.4336236,37.72623624,Initial
Assault,Saturday,2018,Tenderloin,-122.4144302,37.78465714,Initial Supplement
Assault,Thursday,2018,Financial District/South Beach,-122.4071987,37.79069395,Initial
Assault,Tuesday,2018,South of Market,-122.4124133,37.77804533,Initial
Assault,Wednesday,2018,Russian Hill,-122.42056,37.80665773,Initial
Fraud,Tuesday,2018,Russian Hill,-122.4201423,37.79935015,Initial
Assault,Tuesday,2018,Bayview Hunters Point,-122.3871665,37.73185747,Initial
Assault,Sunday,2018,Outer Richmond,-122.4903645,37.78363996,Initial
Fraud,Friday,2018,Outer Mission,-122.4371618,37.72347949,Initial
Assault,Monday,2018,South of Market,-122.4074828,37.78352892,Initial
Fraud,Thursday,2018,Castro/Upper Market,-122.4305736,37.76115548,Initial
Assault,Monday,2018,Pacific Heighs,-122.4289053,37.78953374,Initial
Robbery,Monday,2018,Nob Hill,-122.4150055,37.79587732,Initial
Robbery,Thursday,2018,Tenderloin,-122.416983,37.78242042,Initial
Assault,Sunday,2018,South of Market,-122.4106785,37.77205207,Initial
Fraud,Tuesday,2018,West of Twin Peaks,-122.4760331,37.74864751,Initial Supplement
Assault,Saturday,2018,Nob Hill,-122.4102424,37.78901634,Initial
Robbery,Thursday,2018,Outer Mission,-122.4415543,37.71575344,Initial
Stolen Property,Saturday,2018,South of Market,-122.4106785,37.77205207,Initial
Fraud,Saturday,2018,Financial District/South Beach,-122.3940596,37.79253722,Initial
Fraud,Monday,2018,Potrero Hill,-122.3914175,37.76036149,Initial
Robbery,Saturday,2018,Bernal Heights,-122.4133118,37.73898205,Initial
Assault,Friday,2018,Bayview Hunters Point,-122.3772026,37.73001583,Initial
Assault,Wednesday,2018,West of Twin Peaks,-122.4645726,37.72613179,Initial
Assault,Sunday,2018,McLaren Park,-122.4116733,37.7187541,Initial
Assault,Tuesday,2018,South of Market,-122.415128,37.7758897,Initial
Fraud,Sunday,2018,Glen Park,-122.4399198,37.73778914,Initial
Fraud,Tuesday,2018,Tenderloin,-122.4097751,37.78665887,Initial
Assault,Saturday,2018,Sunset/Parkside,-122.4843652,37.7595012,Initial
Fraud,Monday,2018,Bernal Heights,-122.4240401,37.73740625,Initial
Assault,Tuesday,2018,Portola,-122.4016126,37.72283238,Initial
Assault,Monday,2018,Mission,-122.4212717,37.75849851,Initial
Fraud,Tuesday,2018,Mission,-122.4083428,37.75445287,Initial
Assault,Thursday,2018,North Beach,-122.4134286,37.80468416,Initial
Fraud,Friday,2018,West of Twin Peaks,-122.4575886,37.73556121,Initial
